ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
kate-rain-1-1,kate-rain-1,hoe,203,false,expert,,,,
kate-itsskin-1-1,kate-itsskin-1,sahac-,301,false,expert,,,,
kate-who-1-1,kate-who-1,moc,74,false,expert,,,,
kate-itstail-1-1,kate-itstail-1,gec-,302,false,expert,,,,
kate-mountain-1-1,kate-mountain-1,tiki,207,false,expert,,,,
kate-wind-1-1,kate-wind-1,mâŋâŋ,303,false,expert,,,,
kate-itsbelly-1-1,kate-itsbelly-1,bu-,304,false,expert,,,,
kate-animal-1-1,kate-animal-1,kpowi,305,false,expert,,,,
kate-ashes-1-1,kate-ashes-1,dzafe,306,false,expert,,,,
kate-hepulls-1-1,kate-hepulls-1,fâre-,307,false,expert,,,,
kate-one-1-1,kate-one-1,mocyaha,199,false,expert,,,,
kate-itsbreath-1-1,kate-itsbreath-1,noka-,151,false,expert,,,,
kate-earth-1-1,kate-earth-1,mâreŋ,308,false,expert,,,,
kate-he-1-1,kate-he-1,e,99,false,expert,,,,
kate-breast-1-1,kate-breast-1,moŋ-,309,false,expert,,,,
kate-hecounts-1-1,kate-hecounts-1,wose-,220,false,expert,,,,
kate-itsnose-1-1,kate-itsnose-1,sâke-,213,false,expert,,,,
kate-itsback-1-1,kate-itsback-1,râpe-,310,false,expert,,,,
kate-itsleaf-1-1,kate-itsleaf-1,rehac-,311,false,expert,,,,
kate-sky-1-1,kate-sky-1,sambâŋ,312,false,expert,,,,
kate-tree-1-1,kate-tree-1,yâc,313,false,expert,,,,
kate-hepushes-1-1,kate-hepushes-1,tuŋke-,212,false,expert,,,,
kate-itsheart-1-1,kate-itsheart-1,bu hândâŋ-,314,false,expert,,,,
kate-warm-1-1,kate-warm-1,hâroŋne,232,false,expert,,,,
kate-man-1-1,kate-man-1,ŋic,218,false,expert,,,,
kate-leftside-1-1,kate-leftside-1,kpana,131,false,expert,,,,
kate-itsroot-1-1,kate-itsroot-1,gâtâ-,223,false,expert,,,,
kate-hecuts-1-1,kate-hecuts-1,hetâcne-,315,false,expert,,,,
kate-hecomes-1-1,kate-hecomes-1,wefu-,316,false,expert,,,,
kate-how-1-1,kate-how-1,weniŋuc,317,false,expert,,,,
kate-itsseed-1-1,kate-itsseed-1,hândâŋ-,227,false,expert,,,,
kate-theyplay-1-1,kate-theyplay-1,mamasiri-,318,false,expert,,,,
kate-itsear-1-1,kate-itsear-1,hatsec-,126,false,expert,,,,
kate-heshoots-1-1,kate-heshoots-1,muru-,319,false,expert,,,,
kate-itsneck-1-1,kate-itsneck-1,upe-,229,false,expert,,,,
kate-itsmeat-1-1,kate-itsmeat-1,bihuc-,320,false,expert,,,,
kate-two-1-1,kate-two-1,yayahec,225,false,expert,,,,
kate-dust-1-1,kate-dust-1,gâc,321,false,expert,,,,
kate-louse-1-1,kate-louse-1,imeŋ,128,false,expert,,,,
kate-itshair-1-1,kate-itshair-1,dzâwâ-,231,false,expert,,,,
kate-dog-1-1,kate-dog-1,kpâto,322,false,expert,,,,
kate-hedies-1-1,kate-hedies-1,hâmo-,136,false,expert,,,,
kate-hesits-1-1,kate-hesits-1,ŋe-,323,false,expert,,,,
komba-there-1-1,komba-there-1,ade,93,false,expert,,,,
komba-hegivesme-1-1,komba-hegivesme-1,nih-,324,false,expert,,,,
komba-itsbone-1-1,komba-itsbone-1,tân-,325,false,expert,,,,
komba-hesays-1-1,komba-hesays-1,s-,6,false,expert,,,,
komba-ye-1-1,komba-ye-1,zen,326,false,expert,,,,
komba-hesleeps-1-1,komba-hesleeps-1,zi-,327,false,expert,,,,
komba-itswells-1-1,komba-itswells-1,suk-,328,false,expert,,,,
komba-heeats-1-1,komba-heeats-1,ni-,12,false,expert,,,,
komba-hethrows-1-1,komba-hethrows-1,pan-,329,false,expert,,,,
komba-hestands-1-1,komba-hestands-1,kin-,330,false,expert,,,,
komba-work-1-1,komba-work-1,nep,331,false,expert,,,,
komba-hebitesit-1-1,komba-hebitesit-1,zihi-,332,false,expert,,,,
komba-hepulls-1-1,komba-hepulls-1,oloŋ-,137,false,expert,,,,
komba-black-1-1,komba-black-1,sumun sumun,333,false,expert,,,,
komba-dust-1-1,komba-dust-1,isak,334,false,expert,,,,
komba-all-1-1,komba-all-1,aksik,335,false,expert,,,,
komba-hedigs-1-1,komba-hedigs-1,keda-,336,false,expert,,,,
komba-green-1-1,komba-green-1,wâhân wâhân,337,false,expert,,,,
komba-shesews-1-1,komba-shesews-1,gare-,338,false,expert,,,,
komba-moon-1-1,komba-moon-1,kain,24,false,expert,,,,
komba-itsflower-1-1,komba-itsflower-1,bâlo-,339,false,expert,,,,
komba-hishand-1-1,komba-hishand-1,bit-,340,false,expert,,,,
komba-itseye-1-1,komba-itseye-1,si-,15,false,expert,,,,
komba-white-1-1,komba-white-1,kau kau,341,false,expert,,,,
komba-rightside-1-1,komba-rightside-1,bon,342,false,expert,,,,
komba-many-1-1,komba-many-1,biwirâ,343,false,expert,,,,
komba-leftside-1-1,komba-leftside-1,kane,131,false,expert,,,,
komba-that-1-1,komba-that-1,zo,22,false,expert,,,,
komba-spear-1-1,komba-spear-1,ligip,344,false,expert,,,,
komba-red-1-1,komba-red-1,kuriŋ,345,false,expert,,,,
komba-clothing-1-1,komba-clothing-1,pet,346,false,expert,,,,
komba-dog-1-1,komba-dog-1,wau,347,false,expert,,,,
komba-itsfoot-1-1,komba-itsfoot-1,ki-,281,false,expert,,,,
komba-yellow-1-1,komba-yellow-1,gibaŋ gibaŋ,348,false,expert,,,,
komba-itsfruit-1-1,komba-itsfruit-1,bon-,349,false,expert,,,,
komba-night-1-1,komba-night-1,ŋatik,350,false,expert,,,,
komba-and-1-1,komba-and-1,opŋâ,351,false,expert,,,,
komba-round-1-1,komba-round-1,gawâŋ gawâŋ,352,false,expert,,,,
komba-itsskin-1-1,komba-itsskin-1,sâk-,353,false,expert,,,,
komba-good-1-1,komba-good-1,âlipŋâ,354,false,expert,,,,
komba-where-1-1,komba-where-1,wanân,355,false,expert,,,,
komba-thou-1-1,komba-thou-1,gâ,292,false,expert,,,,
komba-heblows-1-1,komba-heblows-1,waa-,356,false,expert,,,,
komba-hot-1-1,komba-hot-1,kârâp,357,false,expert,,,,
komba-worm-1-1,komba-worm-1,guk,188,false,expert,,,,
komba-long-1-1,komba-long-1,kârep,44,false,expert,,,,
komba-hissister-1-1,komba-hissister-1,uru-,358,false,expert,,,,
komba-new-1-1,komba-new-1,irakŋâ,359,false,expert,,,,
komba-hefalls-1-1,komba-hefalls-1,lokgi-,360,false,expert,,,,
komba-itstongue-1-1,komba-itstongue-1,nâbâlam-,57,false,expert,,,,
komba-lake-1-1,komba-lake-1,degân,11,false,expert,,,,
komba-itisdry-1-1,komba-itisdry-1,ararâŋ-,361,false,expert,,,,
komba-hecries-1-1,komba-hecries-1,isi-,362,false,expert,,,,
komba-big-1-1,komba-big-1,patâ,363,false,expert,,,,
komba-hevomits-1-1,komba-hevomits-1,mohat-,364,false,expert,,,,
komba-cold-1-1,komba-cold-1,pâteŋ,365,false,expert,,,,
komba-hecuts-1-1,komba-hecuts-1,mânâga-,366,false,expert,,,,
komba-itisfull-1-1,komba-itisfull-1,pik-,367,false,expert,,,,
komba-hisfather-1-1,komba-hisfather-1,iwâ-,368,false,expert,,,,
komba-louse-1-1,komba-louse-1,imen,128,false,expert,,,,
komba-itshead-1-1,komba-itshead-1,kauk-,369,false,expert,,,,
komba-itsname-1-1,komba-itsname-1,kut-,370,false,expert,,,,
komba-helaughs-1-1,komba-helaughs-1,girâŋ-,371,false,expert,,,,
komba-small-1-1,komba-small-1,mâiktâ,372,false,expert,,,,
komba-stick-1-1,komba-stick-1,kabam,373,false,expert,,,,
komba-this-1-1,komba-this-1,zi,280,false,expert,,,,
komba-itsfat-1-1,komba-itsfat-1,kelâk-,59,false,expert,,,,
komba-not-1-1,komba-not-1,mâ,179,false,expert,,,,
komba-heturns-1-1,komba-heturns-1,purik-,374,false,expert,,,,
komba-itburns-1-1,komba-itburns-1,si-,66,false,expert,,,,
komba-itsbreath-1-1,komba-itsbreath-1,yaak,375,false,expert,,,,
komba-star-1-1,komba-star-1,segelak,68,false,expert,,,,
komba-hisbrother-1-1,komba-hisbrother-1,ata-,376,false,expert,,,,
komba-hisknee-1-1,komba-hisknee-1,simin-,58,false,expert,,,,
komba-hesucks-1-1,komba-hesucks-1,musuku-,377,false,expert,,,,
komba-road-1-1,komba-road-1,mâtâp,378,false,expert,,,,
komba-some-1-1,komba-some-1,nâbut-,379,false,expert,,,,
komba-bird-1-1,komba-bird-1,ni,237,false,expert,,,,
komba-how-1-1,komba-how-1,ikâi azo,380,false,expert,,,,
komba-who-1-1,komba-who-1,ŋâi,381,false,expert,,,,
komba-hismother-1-1,komba-hismother-1,mam-,382,false,expert,,,,
komba-water-1-1,komba-water-1,to,383,false,expert,,,,
komba-heholds-1-1,komba-heholds-1,mi-,23,false,expert,,,,
komba-sun-1-1,komba-sun-1,mirâsiŋ,384,false,expert,,,,
komba-short-1-1,komba-short-1,târâp-,385,false,expert,,,,
komba-woman-1-1,komba-woman-1,abân,91,false,expert,,,,
komba-wind-1-1,komba-wind-1,berom,386,false,expert,,,,
komba-hehithim-1-1,komba-hehithim-1,ku-,387,false,expert,,,,
komba-dull-1-1,komba-dull-1,palâmŋâ,388,false,expert,,,,
komba-cloud-1-1,komba-cloud-1,sasa,389,false,expert,,,,
komba-heshoots-1-1,komba-heshoots-1,zer-,390,false,expert,,,,
komba-itsclaw-1-1,komba-itsclaw-1,pakit-,391,false,expert,,,,
komba-old-1-1,komba-old-1,sobâ,392,false,expert,,,,
komba-smoke-1-1,komba-smoke-1,mudo,393,false,expert,,,,
komba-snake-1-1,komba-snake-1,mulum,394,false,expert,,,,
komba-heknows-1-1,komba-heknows-1,naga-,395,false,expert,,,,
komba-he-1-1,komba-he-1,zâk,396,false,expert,,,,
komba-itstooth-1-1,komba-itstooth-1,sât-,51,false,expert,,,,
komba-hespits-1-1,komba-hespits-1,tâp-,397,false,expert,,,,
komba-sand-1-1,komba-sand-1,sak,92,false,expert,,,,
komba-hecounts-1-1,komba-hecounts-1,sâlâpku-,398,false,expert,,,,
komba-rain-1-1,komba-rain-1,map,399,false,expert,,,,
komba-animal-1-1,komba-animal-1,zu,400,false,expert,,,,
komba-one-1-1,komba-one-1,kânok,401,false,expert,,,,
komba-sky-1-1,komba-sky-1,subem,402,false,expert,,,,
komba-stone-1-1,komba-stone-1,kât,403,false,expert,,,,
komba-warm-1-1,komba-warm-1,uruk uruk,404,false,expert,,,,
komba-mountain-1-1,komba-mountain-1,bakŋa,405,false,expert,,,,
komba-hepushes-1-1,komba-hepushes-1,maati-,406,false,expert,,,,
komba-itsbelly-1-1,komba-itsbelly-1,tip-,407,false,expert,,,,
komba-itsback-1-1,komba-itsback-1,kâdât-,408,false,expert,,,,
komba-breast-1-1,komba-breast-1,nam-,209,false,expert,,,,
komba-itswing-1-1,komba-itswing-1,awât-,409,false,expert,,,,
komba-itstail-1-1,komba-itstail-1,daa-,105,false,expert,,,,
komba-they-1-1,komba-they-1,zâk,410,false,expert,,,,
komba-ashes-1-1,komba-ashes-1,kau,411,false,expert,,,,
komba-rope-1-1,komba-rope-1,tâk,412,false,expert,,,,
komba-man-1-1,komba-man-1,a,413,false,expert,,,,
komba-hewashes-1-1,komba-hewashes-1,sâgon-,135,false,expert,,,,
komba-earth-1-1,komba-earth-1,an,414,false,expert,,,,
komba-theyplay-1-1,komba-theyplay-1,sero,415,false,expert,,,,
komba-itsnose-1-1,komba-itsnose-1,sâgân-,416,false,expert,,,,
komba-itsleaf-1-1,komba-itsleaf-1,iin-,108,false,expert,,,,
komba-itsseed-1-1,komba-itsseed-1,keet-,417,false,expert,,,,
komba-i-1-1,komba-i-1,nâ,245,false,expert,,,,
komba-tree-1-1,komba-tree-1,nak,418,false,expert,,,,
komba-itsheart-1-1,komba-itsheart-1,kabiam-,419,false,expert,,,,
komba-itsroot-1-1,komba-itsroot-1,âdâŋ-,420,false,expert,,,,
komba-hecomes-1-1,komba-hecomes-1,ga-,421,false,expert,,,,
komba-itsneck-1-1,komba-itsneck-1,gâdu-,422,false,expert,,,,
komba-itsmeat-1-1,komba-itsmeat-1,sunum-,423,false,expert,,,,
komba-two-1-1,komba-two-1,zâhât,424,false,expert,,,,
komba-itsear-1-1,komba-itsear-1,kidap-,126,false,expert,,,,
komba-itshair-1-1,komba-itshair-1,sâmot-,425,false,expert,,,,
komba-hesits-1-1,komba-hesits-1,ta-,130,false,expert,,,,
komba-what-1-1,komba-what-1,wan,426,false,expert,,,,
komba-hedies-1-1,komba-hedies-1,mu-,427,false,expert,,,,
komba-itsblood-1-1,komba-itsblood-1,sep-,127,false,expert,,,,
komba-we-1-1,komba-we-1,nen,160,false,expert,,,,
komba-heseesme-1-1,komba-heseesme-1,nek-,428,false,expert,,,,
kube-some-1-1,kube-some-1,tose-,63,false,expert,,,,
kube-itsfat-1-1,kube-itsfat-1,harek,59,false,expert,,,,
kube-clothing-1-1,kube-clothing-1,obo,25,false,expert,,,,
kube-heseesme-1-1,kube-heseesme-1,ni-,138,false,expert,,,,
kube-itsback-1-1,kube-itsback-1,gemagi-,123,false,expert,,,,
kube-hegivesme-1-1,kube-hegivesme-1,nen-,8,false,expert,,,,
kube-hewashes-1-1,kube-hewashes-1,dzuak-,235,false,expert,,,,
kube-what-1-1,kube-what-1,nemak,429,false,expert,,,,
kube-hepulls-1-1,kube-hepulls-1,fegle-,430,false,expert,,,,
kube-hesleeps-1-1,kube-hesleeps-1,fe-,10,false,expert,,,,
kube-work-1-1,kube-work-1,ai,431,false,expert,,,,
kube-heeats-1-1,kube-heeats-1,ne-,12,false,expert,,,,
kube-itsfruit-1-1,kube-itsfruit-1,fer-,165,false,expert,,,,
kube-hesays-1-1,kube-hesays-1,dze-,6,false,expert,,,,
kube-hecries-1-1,kube-hecries-1,siak-,73,false,expert,,,,
kube-hestands-1-1,kube-hestands-1,nan-,14,false,expert,,,,
kube-hedigs-1-1,kube-hedigs-1,oro-,432,false,expert,,,,
kube-hebitesit-1-1,kube-hebitesit-1,ki-,16,false,expert,,,,
kube-heholds-1-1,kube-heholds-1,me-,23,false,expert,,,,
kube-itseye-1-1,kube-itseye-1,kiwa,141,false,expert,,,,
kube-theyplay-1-1,kube-theyplay-1,agliak,236,false,expert,,,,
kube-itsblood-1-1,kube-itsblood-1,sawa,127,false,expert,,,,
kube-hisbrother-1-1,kube-hisbrother-1,dar-,19,false,expert,,,,
kube-black-1-1,kube-black-1,dzapera,433,false,expert,,,,
kube-they-1-1,kube-they-1,iŋeŋ,434,false,expert,,,,
kube-all-1-1,kube-all-1,mokdzoŋ,435,false,expert,,,,
kube-heblows-1-1,kube-heblows-1,fi-,37,false,expert,,,,
kube-green-1-1,kube-green-1,gerik meria,436,false,expert,,,,
kube-hevomits-1-1,kube-hevomits-1,ron-,33,false,expert,,,,
kube-white-1-1,kube-white-1,rarak,437,false,expert,,,,
kube-helaughs-1-1,kube-helaughs-1,desi-,438,false,expert,,,,
kube-moon-1-1,kube-moon-1,komoŋ,439,false,expert,,,,
kube-hespits-1-1,kube-hespits-1,sofok-,140,false,expert,,,,
kube-hishand-1-1,kube-hishand-1,meri-,164,false,expert,,,,
kube-lake-1-1,kube-lake-1,dzekeŋ,11,false,expert,,,,
kube-many-1-1,kube-many-1,sasara,440,false,expert,,,,
kube-itsbreath-1-1,kube-itsbreath-1,wesese,441,false,expert,,,,
kube-red-1-1,kube-red-1,pesia,442,false,expert,,,,
kube-shesews-1-1,kube-shesews-1,kpewi-,157,false,expert,,,,
kube-yellow-1-1,kube-yellow-1,gbaok gbaok,443,false,expert,,,,
kube-hesucks-1-1,kube-hesucks-1,bitsi-,444,false,expert,,,,
kube-night-1-1,kube-night-1,siŋi,445,false,expert,,,,
kube-hecounts-1-1,kube-hecounts-1,oron-,446,false,expert,,,,
kube-we-1-1,kube-we-1,nini,160,false,expert,,,,
kube-rightside-1-1,kube-rightside-1,foi,217,false,expert,,,,
kube-good-1-1,kube-good-1,fia,447,false,expert,,,,
kube-warm-1-1,kube-warm-1,fokŋea,448,false,expert,,,,
kube-itsskin-1-1,kube-itsskin-1,sewira,170,false,expert,,,,
kube-hismother-1-1,kube-hismother-1,neŋge-,186,false,expert,,,,
kube-that-1-1,kube-that-1,yo,22,false,expert,,,,
kube-dust-1-1,kube-dust-1,iwai,449,false,expert,,,,
kube-round-1-1,kube-round-1,rerek rerek,42,false,expert,,,,
kube-and-1-1,kube-and-1,waŋu,450,false,expert,,,,
kube-hot-1-1,kube-hot-1,gerik,46,false,expert,,,,
kube-there-1-1,kube-there-1,eri,93,false,expert,,,,
kube-long-1-1,kube-long-1,horua,44,false,expert,,,,
kube-worm-1-1,kube-worm-1,gbosu,188,false,expert,,,,
kube-new-1-1,kube-new-1,gberia,48,false,expert,,,,
kube-itswing-1-1,kube-itswing-1,kpegan-,7,false,expert,,,,
kube-itisdry-1-1,kube-itisdry-1,irege-,451,false,expert,,,,
kube-hethrows-1-1,kube-hethrows-1,wai-,190,false,expert,,,,
kube-big-1-1,kube-big-1,kuneŋ,169,false,expert,,,,
kube-how-1-1,kube-how-1,deik,452,false,expert,,,,
kube-cold-1-1,kube-cold-1,sageŋa,453,false,expert,,,,
kube-snake-1-1,kube-snake-1,mokoreŋ,109,false,expert,,,,
kube-itisfull-1-1,kube-itisfull-1,koia kpe-,454,false,expert,,,,
kube-dull-1-1,kube-dull-1,dzirakpahak,9,false,expert,,,,
kube-itsname-1-1,kube-itsname-1,kiwa,175,false,expert,,,,
kube-leftside-1-1,kube-leftside-1,kana,131,false,expert,,,,
kube-itstongue-1-1,kube-itstongue-1,edzeraŋ-,57,false,expert,,,,
kube-hissister-1-1,kube-hissister-1,naoŋ-,47,false,expert,,,,
kube-itsnose-1-1,kube-itsnose-1,sere-,455,false,expert,,,,
kube-animal-1-1,kube-animal-1,yaŋ,208,false,expert,,,,
kube-small-1-1,kube-small-1,komoga,456,false,expert,,,,
kube-hisfather-1-1,kube-hisfather-1,maŋgi-,457,false,expert,,,,
kube-itshead-1-1,kube-itshead-1,ogu-,458,false,expert,,,,
kube-hefalls-1-1,kube-hefalls-1,ma-,161,false,expert,,,,
kube-not-1-1,kube-not-1,munda,64,false,expert,,,,
kube-hecuts-1-1,kube-hecuts-1,heri-,166,false,expert,,,,
kube-itburns-1-1,kube-itburns-1,dze-,66,false,expert,,,,
kube-rope-1-1,kube-rope-1,hisa,459,false,expert,,,,
kube-bird-1-1,kube-bird-1,nei,237,false,expert,,,,
kube-short-1-1,kube-short-1,hotoŋ,460,false,expert,,,,
kube-star-1-1,kube-star-1,sikiru,68,false,expert,,,,
kube-itsflower-1-1,kube-itsflower-1,dzuri-,3,false,expert,,,,
kube-road-1-1,kube-road-1,hena,70,false,expert,,,,
kube-sky-1-1,kube-sky-1,kuglumeŋ,216,false,expert,,,,
kube-this-1-1,kube-this-1,i,40,false,expert,,,,
kube-old-1-1,kube-old-1,wahara,461,false,expert,,,,
kube-water-1-1,kube-water-1,doku,189,false,expert,,,,
kube-heturns-1-1,kube-heturns-1,meren-,49,false,expert,,,,
kube-sun-1-1,kube-sun-1,kaiwe,462,false,expert,,,,
kube-itsfoot-1-1,kube-itsfoot-1,heni-,81,false,expert,,,,
kube-smoke-1-1,kube-smoke-1,hofak,82,false,expert,,,,
kube-hepushes-1-1,kube-hepushes-1,igokge-,463,false,expert,,,,
kube-hehithim-1-1,kube-hehithim-1,kpe-,86,false,expert,,,,
kube-itswells-1-1,kube-itswells-1,boŋge-,464,false,expert,,,,
kube-i-1-1,kube-i-1,ni,0,false,expert,,,,
kube-where-1-1,kube-where-1,dimia,465,false,expert,,,,
kube-cloud-1-1,kube-cloud-1,hosesu,84,false,expert,,,,
kube-spear-1-1,kube-spear-1,regik,344,false,expert,,,,
kube-heknows-1-1,kube-heknows-1,nin-,466,false,expert,,,,
kube-stick-1-1,kube-stick-1,gbaru,198,false,expert,,,,
kube-hisknee-1-1,kube-hisknee-1,simiŋ-,58,false,expert,,,,
kube-wind-1-1,kube-wind-1,rufuk,467,false,expert,,,,
kube-itsneck-1-1,kube-itsneck-1,ebasigla,468,false,expert,,,,
kube-heshoots-1-1,kube-heshoots-1,wirik-,204,false,expert,,,,
kube-itstooth-1-1,kube-itstooth-1,dzegl-,51,false,expert,,,,
kube-itstail-1-1,kube-itstail-1,dzi-,105,false,expert,,,,
kube-sand-1-1,kube-sand-1,sakesa,92,false,expert,,,,
kube-itsbone-1-1,kube-itsbone-1,sigl-,89,false,expert,,,,
kube-itsclaw-1-1,kube-itsclaw-1,boŋsewe-,192,false,expert,,,,
kube-thou-1-1,kube-thou-1,gi,2,false,expert,,,,
kube-rain-1-1,kube-rain-1,kia,203,false,expert,,,,
kube-stone-1-1,kube-stone-1,gokmea,469,false,expert,,,,
kube-who-1-1,kube-who-1,moŋ,74,false,expert,,,,
kube-mountain-1-1,kube-mountain-1,boŋa,100,false,expert,,,,
kube-woman-1-1,kube-woman-1,embak,91,false,expert,,,,
kube-itsbelly-1-1,kube-itsbelly-1,tomeŋ-,470,false,expert,,,,
kube-one-1-1,kube-one-1,momakgu,199,false,expert,,,,
kube-ashes-1-1,kube-ashes-1,homa,211,false,expert,,,,
kube-he-1-1,kube-he-1,i,99,false,expert,,,,
kube-breast-1-1,kube-breast-1,namu-,209,false,expert,,,,
kube-earth-1-1,kube-earth-1,baek,214,false,expert,,,,
kube-itsleaf-1-1,kube-itsleaf-1,hareŋ-,471,false,expert,,,,
kube-tree-1-1,kube-tree-1,ik,118,false,expert,,,,
kube-itsheart-1-1,kube-itsheart-1,webogokme-,472,false,expert,,,,
kube-itsroot-1-1,kube-itsroot-1,gete-,223,false,expert,,,,
kube-hecomes-1-1,kube-hecomes-1,ere-,221,false,expert,,,,
kube-itsseed-1-1,kube-itsseed-1,gokme-,473,false,expert,,,,
kube-itsear-1-1,kube-itsear-1,gedza-,126,false,expert,,,,
kube-man-1-1,kube-man-1,ik,218,false,expert,,,,
kube-ye-1-1,kube-ye-1,ini,238,false,expert,,,,
kube-louse-1-1,kube-louse-1,imin,128,false,expert,,,,
kube-itshair-1-1,kube-itshair-1,dzu-,132,false,expert,,,,
kube-dog-1-1,kube-dog-1,kadzu,134,false,expert,,,,
kube-two-1-1,kube-two-1,rehek,424,false,expert,,,,
kube-hesits-1-1,kube-hesits-1,tak-,130,false,expert,,,,
kube-hedies-1-1,kube-hedies-1,humu-,136,false,expert,,,,
kube-itsmeat-1-1,kube-itsmeat-1,busi-,119,false,expert,,,,
mape-dull-1-1,mape-dull-1,kimâŋine,474,false,expert,,,,
mape-heseesme-1-1,mape-heseesme-1,ŋonenu-,242,false,expert,,,,
mape-shesews-1-1,mape-shesews-1,gbâru-,252,false,expert,,,,
mape-hegivesme-1-1,mape-hegivesme-1,nare-,243,false,expert,,,,
mape-itswing-1-1,mape-itswing-1,gbewâ-,475,false,expert,,,,
mape-hesleeps-1-1,mape-hesleeps-1,kpe-,476,false,expert,,,,
mape-hismother-1-1,mape-hismother-1,naŋgo-,186,false,expert,,,,
mape-they-1-1,mape-they-1,yaŋa,278,false,expert,,,,
mape-hespits-1-1,mape-hespits-1,tifak-,140,false,expert,,,,
mape-what-1-1,mape-what-1,wamo,240,false,expert,,,,
mape-heblows-1-1,mape-heblows-1,pute-,477,false,expert,,,,
mape-hesays-1-1,mape-hesays-1,mi-,251,false,expert,,,,
mape-some-1-1,mape-some-1,gâ-,193,false,expert,,,,
mape-heeats-1-1,mape-heeats-1,na-,12,false,expert,,,,
mape-hisbrother-1-1,mape-hisbrother-1,kaka-,262,false,expert,,,,
mape-hestands-1-1,mape-hestands-1,dimi-,248,false,expert,,,,
mape-hepulls-1-1,mape-hepulls-1,furuga-,307,false,expert,,,,
mape-hebitesit-1-1,mape-hebitesit-1,ki-,16,false,expert,,,,
mape-itsbreath-1-1,mape-itsbreath-1,naka-,151,false,expert,,,,
mape-itseye-1-1,mape-itseye-1,dziŋâ-,246,false,expert,,,,
mape-hecries-1-1,mape-hecries-1,kuee-,478,false,expert,,,,
mape-black-1-1,mape-black-1,gâgâwuk,253,false,expert,,,,
mape-warm-1-1,mape-warm-1,koroŋine,232,false,expert,,,,
mape-all-1-1,mape-all-1,sâsâwâ,146,false,expert,,,,
mape-clothing-1-1,mape-clothing-1,kporu,287,false,expert,,,,
mape-green-1-1,mape-green-1,buge,479,false,expert,,,,
mape-itswells-1-1,mape-itswells-1,siwiŋ-,172,false,expert,,,,
mape-moon-1-1,mape-moon-1,mosa,256,false,expert,,,,
mape-itsflower-1-1,mape-itsflower-1,âri-,3,false,expert,,,,
mape-dog-1-1,mape-dog-1,kporo,322,false,expert,,,,
mape-hecounts-1-1,mape-hecounts-1,âse-,220,false,expert,,,,
mape-white-1-1,mape-white-1,kapŋ kapŋ,258,false,expert,,,,
mape-worm-1-1,mape-worm-1,gbâsu,188,false,expert,,,,
mape-many-1-1,mape-many-1,boiaha,260,false,expert,,,,
mape-hissister-1-1,mape-hissister-1,seŋ-,269,false,expert,,,,
mape-where-1-1,mape-where-1,uroo,480,false,expert,,,,
mape-itsfruit-1-1,mape-itsfruit-1,fâik-,165,false,expert,,,,
mape-we-1-1,mape-we-1,ŋâŋu,4,false,expert,,,,
mape-sky-1-1,mape-sky-1,sambâŋgo,312,false,expert,,,,
mape-red-1-1,mape-red-1,bâbâroŋ,259,false,expert,,,,
mape-heturns-1-1,mape-heturns-1,perisie-,284,false,expert,,,,
mape-yellow-1-1,mape-yellow-1,boboŋeŋ,261,false,expert,,,,
mape-hecuts-1-1,mape-hecuts-1,ketikga-,481,false,expert,,,,
mape-that-1-1,mape-that-1,â,482,false,expert,,,,
mape-theyplay-1-1,mape-theyplay-1,masiriga-,483,false,expert,,,,
mape-night-1-1,mape-night-1,uwu,484,false,expert,,,,
mape-itsfat-1-1,mape-itsfat-1,widzi-,485,false,expert,,,,
mape-hishand-1-1,mape-hishand-1,me-,267,false,expert,,,,
mape-hewashes-1-1,mape-hewashes-1,kedzure-,249,false,expert,,,,
mape-good-1-1,mape-good-1,fiine,447,false,expert,,,,
mape-hepushes-1-1,mape-hepushes-1,tuŋga-,212,false,expert,,,,
mape-round-1-1,mape-round-1,oorâŋ,158,false,expert,,,,
mape-stick-1-1,mape-stick-1,gbaru,198,false,expert,,,,
mape-hot-1-1,mape-hot-1,foro,486,false,expert,,,,
mape-heshoots-1-1,mape-heshoots-1,iga-,487,false,expert,,,,
mape-itsskin-1-1,mape-itsskin-1,mâdzu-,488,false,expert,,,,
mape-hedigs-1-1,mape-hedigs-1,use-,149,false,expert,,,,
mape-long-1-1,mape-long-1,dzoraikne,268,false,expert,,,,
mape-hesucks-1-1,mape-hesucks-1,mudugaa-,489,false,expert,,,,
mape-new-1-1,mape-new-1,gbâine,48,false,expert,,,,
mape-hevomits-1-1,mape-hevomits-1,giwu-,490,false,expert,,,,
mape-itisdry-1-1,mape-itisdry-1,dziga-,491,false,expert,,,,
mape-lake-1-1,mape-lake-1,dzâgâŋ,11,false,expert,,,,
mape-how-1-1,mape-how-1,uriŋu,492,false,expert,,,,
mape-hisfather-1-1,mape-hisfather-1,mama-,224,false,expert,,,,
mape-big-1-1,mape-big-1,yasogo,493,false,expert,,,,
mape-hefalls-1-1,mape-hefalls-1,waki-,272,false,expert,,,,
mape-i-1-1,mape-i-1,no,245,false,expert,,,,
mape-itsback-1-1,mape-itsback-1,ŋari-,494,false,expert,,,,
mape-cold-1-1,mape-cold-1,mâteŋne,173,false,expert,,,,
mape-wind-1-1,mape-wind-1,mâŋuŋ,303,false,expert,,,,
