ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
komba-theyplay-1,92327,komba,theyplay,sero,sero,s e r o,(they) play,McElhanon1967,415,
komba-itsnose-1,90885,komba,itsnose,sâgân-,sâgân-,s â g â n -,(its) nose,McElhanon1967,416,
komba-itsleaf-1,91347,komba,itsleaf,iin-,iin-,i i n -,(its) leaf,McElhanon1967,108,
komba-itsseed-1,91389,komba,itsseed,keet-,keet-,k e e t -,(its) seed,McElhanon1967,417,
komba-i-1,90451,komba,i,nâ,nâ,n â,I,McElhanon1967,245,
komba-tree-1,91361,komba,tree,nak,nak,n a k,tree,McElhanon1967,418,
komba-itsheart-1,90899,komba,itsheart,kabiam-,kabiam-,k a b i a m -,(its) heart,McElhanon1967,419,
komba-itsroot-1,91375,komba,itsroot,âdâŋ-,âdâŋ-,â d â ŋ -,(its) root,McElhanon1967,420,
komba-hecomes-1,90675,komba,hecomes,ga-,ga-,g a -,(he) comes,McElhanon1967,421,
komba-itsneck-1,90927,komba,itsneck,gâdu-,gâdu-,g â d u -,its neck,McElhanon1967,422,
komba-itsmeat-1,91571,komba,itsmeat,sunum-,sunum-,s u n u m -,(its) meat,McElhanon1967,423,
komba-two-1,90563,komba,two,zâhât,zâhât,z â h â t,two,McElhanon1967,424,
komba-itsear-1,91403,komba,itsear,kidap-,kidap-,k i d a p -,(its) ear,McElhanon1967,126,
komba-itshair-1,90941,komba,itshair,sâmot-,sâmot-,s â m o t -,(its) hair,McElhanon1967,425,
komba-hesits-1,90689,komba,hesits,ta-,ta-,t a -,(he) sits,McElhanon1967,130,
komba-what-1,90507,komba,what,wan,wan,w a n,what,McElhanon1967,426,
komba-hedies-1,90955,komba,hedies,mu-,mu-,m u -,(he) dies,McElhanon1967,427,
komba-itsblood-1,91487,komba,itsblood,sep-,sep-,s e p -,(its) blood,McElhanon1967,127,
komba-we-1,90479,komba,we,nen,nen,n e n,we,McElhanon1967,160,
komba-heseesme-1,90969,komba,heseesme,nek-,nek-,n e k -,(he) sees me,McElhanon1967,428,
kube-some-1,91899,kube,some,tose-,tose-,t o s e -,some,McElhanon1967,63,
kube-itsfat-1,90919,kube,itsfat,harek,harek,h a r e k,(its) fat,McElhanon1967,59,
kube-clothing-1,92347,kube,clothing,obo,obo,o b o,clothing,McElhanon1967,25,
kube-heseesme-1,90975,kube,heseesme,ni-,ni-,n i -,(he) sees me,McElhanon1967,138,
kube-itsback-1,92067,kube,itsback,gemagi-,gemagi-,g e m a g i -,(its) back,McElhanon1967,123,
kube-hegivesme-1,90709,kube,hegivesme,nen-,nen-,n e n -,(he) gives me,McElhanon1967,8,
kube-hewashes-1,91857,kube,hewashes,dzuak-,dzuak-,d z u a k -,(he) washes,McElhanon1967,235,
kube-what-1,90513,kube,what,nemak,nemak,n e m a k,what,McElhanon1967,429,
kube-hepulls-1,91829,kube,hepulls,fegle-,fegle-,f e g l e -,(he) pulls,McElhanon1967,430,
kube-hesleeps-1,90989,kube,hesleeps,fe-,fe-,f e -,(he) sleeps,McElhanon1967,10,
kube-work-1,92361,kube,work,ai,ai,a i,work,McElhanon1967,431,
kube-heeats-1,91003,kube,heeats,ne-,ne-,n e -,(he) eats,McElhanon1967,12,
kube-itsfruit-1,91997,kube,itsfruit,fer-,fer-,f e r -,(its) fruit,McElhanon1967,165,
kube-hesays-1,90583,kube,hesays,dze-,dze-,d z e -,(he) says,McElhanon1967,6,
kube-hecries-1,92151,kube,hecries,siak-,siak-,s i a k -,(he) cries,McElhanon1967,73,
kube-hestands-1,90723,kube,hestands,nan-,nan-,n a n -,(he) stands,McElhanon1967,14,
kube-hedigs-1,91871,kube,hedigs,oro-,oro-,o r o -,(he) digs,McElhanon1967,432,
kube-hebitesit-1,91017,kube,hebitesit,ki-,ki-,k i -,(he) bites it,McElhanon1967,16,
kube-heholds-1,91773,kube,heholds,me-,me-,m e -,(he) holds,McElhanon1967,23,
kube-itseye-1,91591,kube,itseye,kiwa,kiwa,k i w a,(its) eye,McElhanon1967,141,
kube-theyplay-1,92333,kube,theyplay,agliak,agliak,a g l i a k,(they) play,McElhanon1967,236,
kube-itsblood-1,91493,kube,itsblood,sawa,sawa,s a w a,(its) blood,McElhanon1967,127,
kube-hisbrother-1,92221,kube,hisbrother,dar-,dar-,d a r -,(his) brother,McElhanon1967,19,
kube-black-1,91031,kube,black,dzapera,dzapera,d z a p e r a,black,McElhanon1967,433,
kube-they-1,91675,kube,they,iŋeŋ,iŋeŋ,i ŋ e ŋ,they,McElhanon1967,434,
kube-all-1,90737,kube,all,mokdzoŋ,mokdzoŋ,m o k d z o ŋ,all,McElhanon1967,435,
kube-heblows-1,92389,kube,heblows,fi-,fi-,f i -,(he) blows,McElhanon1967,37,
kube-green-1,91045,kube,green,gerik meria,gerik meria,g e r i k + m e r i a,green,McElhanon1967,436,
kube-hevomits-1,92109,kube,hevomits,ron-,ron-,r o n -,(he) vomits,McElhanon1967,33,
kube-white-1,91059,kube,white,rarak,rarak,r a r a k,white,McElhanon1967,437,
kube-helaughs-1,92123,kube,helaughs,desi-,desi-,d e s i -,(he) laughs,McElhanon1967,438,
kube-moon-1,90597,kube,moon,komoŋ,komoŋ,k o m o ŋ,moon,McElhanon1967,439,
kube-hespits-1,92165,kube,hespits,sofok-,sofok-,s o f o k -,(he) spits,McElhanon1967,140,
kube-hishand-1,91507,kube,hishand,meri-,meri-,m e r i -,(his) hand,McElhanon1967,164,
kube-lake-1,91969,kube,lake,dzekeŋ,dzekeŋ,d z e k e ŋ,lake,McElhanon1967,11,
kube-many-1,90751,kube,many,sasara,sasara,s a s a r a,many,McElhanon1967,440,
kube-itsbreath-1,92095,kube,itsbreath,wesese,wesese,w e s e s e,(its) breath,McElhanon1967,441,
kube-red-1,91073,kube,red,pesia,pesia,p e s i a,red,McElhanon1967,442,
kube-shesews-1,92277,kube,shesews,kpewi-,kpewi-,k p e w i -,(she) sews,McElhanon1967,157,
kube-yellow-1,91087,kube,yellow,gbaok gbaok,gbaok gbaok,g b a o k + g b a o k,yellow,McElhanon1967,443,
kube-hesucks-1,92137,kube,hesucks,bitsi-,bitsi-,b i t s i -,(he) sucks,McElhanon1967,444,
kube-night-1,90765,kube,night,siŋi,siŋi,s i ŋ i,night,McElhanon1967,445,
kube-hecounts-1,92319,kube,hecounts,oron-,oron-,o r o n -,(he) counts,McElhanon1967,446,
kube-we-1,90485,kube,we,nini,nini,n i n i,we,McElhanon1967,160,
kube-rightside-1,91745,kube,rightside,foi,foi,f o i,right (side),McElhanon1967,217,
kube-good-1,91101,kube,good,fia,fia,f i a,good,McElhanon1967,447,
kube-warm-1,92193,kube,warm,fokŋea,fokŋea,f o k ŋ e a,warm,McElhanon1967,448,
kube-itsskin-1,91605,kube,itsskin,sewira,sewira,s e w i r a,(its) skin,McElhanon1967,170,
kube-hismother-1,92263,kube,hismother,neŋge-,neŋge-,n e ŋ g e -,(his) mother,McElhanon1967,186,
kube-that-1,90527,kube,that,yo,yo,y o,that,McElhanon1967,22,
kube-dust-1,91955,kube,dust,iwai,iwai,i w a i,dust,McElhanon1967,449,
kube-round-1,90611,kube,round,rerek rerek,rerek rerek,r e r e k + r e r e k,round,McElhanon1967,42,
kube-and-1,91717,kube,and,waŋu,waŋu,w a ŋ u,and,McElhanon1967,450,
kube-hot-1,91115,kube,hot,gerik,gerik,g e r i k,hot,McElhanon1967,46,
kube-there-1,91731,kube,there,eri,eri,e r i,there,McElhanon1967,93,
kube-long-1,90779,kube,long,horua,horua,h o r u a,long,McElhanon1967,44,
kube-worm-1,92025,kube,worm,gbosu,gbosu,g b o s u,worm,McElhanon1967,188,
kube-new-1,91129,kube,new,gberia,gberia,g b e r i a,new,McElhanon1967,48,
kube-itswing-1,92081,kube,itswing,kpegan-,kpegan-,k p e g a n -,(its) wing,McElhanon1967,7,
kube-itisdry-1,91143,kube,itisdry,irege-,irege-,i r e g e -,(it is) dry,McElhanon1967,451,
kube-hethrows-1,91815,kube,hethrows,wai-,wai-,w a i -,(he) throws,McElhanon1967,190,
kube-big-1,90793,kube,big,kuneŋ,kuneŋ,k u n e ŋ,big,McElhanon1967,169,
kube-how-1,91703,kube,how,deik,deik,d e i k,how,McElhanon1967,452,
kube-cold-1,91157,kube,cold,sageŋa,sageŋa,s a g e ŋ a,cold,McElhanon1967,453,
kube-snake-1,92039,kube,snake,mokoreŋ,mokoreŋ,m o k o r e ŋ,snake,McElhanon1967,109,
kube-itisfull-1,90625,kube,itisfull,koia kpe-,koia kpe-,k o i a + k p e -,(it is) full,McElhanon1967,454,
kube-dull-1,92207,kube,dull,dzirakpahak,dzirakpahak,d z i r a k p a h a k,dull,McElhanon1967,9,
kube-itsname-1,91171,kube,itsname,kiwa,kiwa,k i w a,(its) name,McElhanon1967,175,
kube-leftside-1,91759,kube,leftside,kana,kana,k a n a,left (side),McElhanon1967,131,
kube-itstongue-1,91521,kube,itstongue,edzeraŋ-,edzeraŋ-,e d z e r a ŋ -,(its) tongue,McElhanon1967,57,
kube-hissister-1,92235,kube,hissister,naoŋ-,naoŋ-,n a o ŋ -,(his) sister,McElhanon1967,47,
kube-itsnose-1,90891,kube,itsnose,sere-,sere-,s e r e -,(its) nose,McElhanon1967,455,
kube-animal-1,92053,kube,animal,yaŋ,yaŋ,y a ŋ,animal,McElhanon1967,208,
kube-small-1,90807,kube,small,komoga,komoga,k o m o g a,small,McElhanon1967,456,
kube-hisfather-1,92249,kube,hisfather,maŋgi-,maŋgi-,m a ŋ g i -,(his) father,McElhanon1967,457,
kube-itshead-1,91619,kube,itshead,ogu-,ogu-,o g u -,(its) head,McElhanon1967,458,
kube-hefalls-1,91787,kube,hefalls,ma-,ma-,m a -,(he) falls,McElhanon1967,161,
kube-not-1,91185,kube,not,munda,munda,m u n d a,not,McElhanon1967,64,
kube-hecuts-1,91885,kube,hecuts,heri-,heri-,h e r i -,(he) cuts,McElhanon1967,166,
kube-itburns-1,91199,kube,itburns,dze-,dze-,d z e -,(it) burns,McElhanon1967,66,
kube-rope-1,92291,kube,rope,hisa,hisa,h i s a,rope,McElhanon1967,459,
kube-bird-1,91451,kube,bird,nei,nei,n e i,bird,McElhanon1967,237,
kube-short-1,91913,kube,short,hotoŋ,hotoŋ,h o t o ŋ,short,McElhanon1967,460,
kube-star-1,90821,kube,star,sikiru,sikiru,s i k i r u,star,McElhanon1967,68,
kube-itsflower-1,91983,kube,itsflower,dzuri-,dzuri-,d z u r i -,(its) flower,McElhanon1967,3,
kube-road-1,91213,kube,road,hena,hena,h e n a,road,McElhanon1967,70,
kube-sky-1,91941,kube,sky,kuglumeŋ,kuglumeŋ,k u g l u m e ŋ,sky,McElhanon1967,216,
kube-this-1,90541,kube,this,i,i,i,this,McElhanon1967,40,
kube-old-1,92179,kube,old,wahara,wahara,w a h a r a,old,McElhanon1967,461,
kube-water-1,91227,kube,water,doku,doku,d o k u,water,McElhanon1967,189,
kube-heturns-1,91801,kube,heturns,meren-,meren-,m e r e n -,(he) turns,McElhanon1967,49,
kube-sun-1,90835,kube,sun,kaiwe,kaiwe,k a i w e,sun,McElhanon1967,462,
kube-itsfoot-1,91549,kube,itsfoot,heni-,heni-,h e n i -,(its) foot,McElhanon1967,81,
kube-smoke-1,91241,kube,smoke,hofak,hofak,h o f a k,smoke,McElhanon1967,82,
kube-hepushes-1,91843,kube,hepushes,igokge-,igokge-,i g o k g e -,(he) pushes,McElhanon1967,463,
kube-hehithim-1,91255,kube,hehithim,kpe-,kpe-,k p e -,(he) hit him,McElhanon1967,86,
kube-itswells-1,92403,kube,itswells,boŋge-,boŋge-,b o ŋ g e -,(it) swells,McElhanon1967,464,
kube-i-1,90457,kube,i,ni,ni,n i,I,McElhanon1967,0,
kube-where-1,91689,kube,where,dimia,dimia,d i m i a,where,McElhanon1967,465,
kube-cloud-1,90849,kube,cloud,hosesu,hosesu,h o s e s u,cloud,McElhanon1967,84,
kube-spear-1,92375,kube,spear,regik,regik,r e g i k,spear,McElhanon1967,344,
kube-heknows-1,91269,kube,heknows,nin-,nin-,n i n -,(he) knows,McElhanon1967,466,
kube-stick-1,92011,kube,stick,gbaru,gbaru,g b a r u,stick,McElhanon1967,198,
kube-hisknee-1,90639,kube,hisknee,simiŋ-,simiŋ-,s i m i ŋ -,(his) knee,McElhanon1967,58,
kube-wind-1,91927,kube,wind,rufuk,rufuk,r u f u k,wind,McElhanon1967,467,
kube-itsneck-1,90933,kube,itsneck,ebasigla,ebasigla,e b a s i g l a,its neck,McElhanon1967,468,
kube-heshoots-1,92305,kube,heshoots,wirik-,wirik-,w i r i k -,(he) shoots,McElhanon1967,204,
kube-itstooth-1,91535,kube,itstooth,dzegl-,dzegl-,d z e g l -,(its) tooth,McElhanon1967,51,
kube-itstail-1,91563,kube,itstail,dzi-,dzi-,d z i -,(its) tail,McElhanon1967,105,
kube-sand-1,91283,kube,sand,sakesa,sakesa,s a k e s a,sand,McElhanon1967,92,
kube-itsbone-1,91633,kube,itsbone,sigl-,sigl-,s i g l -,(its) bone,McElhanon1967,89,
kube-itsclaw-1,90653,kube,itsclaw,boŋsewe-,boŋsewe-,b o ŋ s e w e -,(its) claw,McElhanon1967,192,
kube-thou-1,90471,kube,thou,gi,gi,g i,thou,McElhanon1967,2,
kube-rain-1,90863,kube,rain,kia,kia,k i a,rain,McElhanon1967,203,
kube-stone-1,91297,kube,stone,gokmea,gokmea,g o k m e a,stone,McElhanon1967,469,
kube-who-1,90499,kube,who,moŋ,moŋ,m o ŋ,who,McElhanon1967,74,
kube-mountain-1,91311,kube,mountain,boŋa,boŋa,b o ŋ a,mountain,McElhanon1967,100,
kube-woman-1,91465,kube,woman,embak,embak,e m b a k,woman,McElhanon1967,91,
kube-itsbelly-1,90877,kube,itsbelly,tomeŋ-,tomeŋ-,t o m e ŋ -,(its) belly,McElhanon1967,470,
kube-one-1,90555,kube,one,momakgu,momakgu,m o m a k g u,one,McElhanon1967,199,
kube-ashes-1,91325,kube,ashes,homa,homa,h o m a,ashes,McElhanon1967,211,
kube-he-1,91647,kube,he,i,i,i,he,McElhanon1967,99,
kube-breast-1,90667,kube,breast,namu-,namu-,n a m u -,breast,McElhanon1967,209,
kube-earth-1,91339,kube,earth,baek,baek,b a e k,earth,McElhanon1967,214,
kube-itsleaf-1,91353,kube,itsleaf,hareŋ-,hareŋ-,h a r e ŋ -,(its) leaf,McElhanon1967,471,
kube-tree-1,91367,kube,tree,ik,ik,i k,tree,McElhanon1967,118,
kube-itsheart-1,90905,kube,itsheart,webogokme-,webogokme-,w e b o g o k m e -,(its) heart,McElhanon1967,472,
kube-itsroot-1,91381,kube,itsroot,gete-,gete-,g e t e -,(its) root,McElhanon1967,223,
kube-hecomes-1,90681,kube,hecomes,ere-,ere-,e r e -,(he) comes,McElhanon1967,221,
kube-itsseed-1,91395,kube,itsseed,gokme-,gokme-,g o k m e -,(its) seed,McElhanon1967,473,
kube-itsear-1,91409,kube,itsear,gedza-,gedza-,g e d z a -,(its) ear,McElhanon1967,126,
kube-man-1,91479,kube,man,ik,ik,i k,man,McElhanon1967,218,
kube-ye-1,91661,kube,ye,ini,ini,i n i,ye,McElhanon1967,238,
kube-louse-1,91423,kube,louse,imin,imin,i m i n,louse,McElhanon1967,128,
kube-itshair-1,90947,kube,itshair,dzu-,dzu-,d z u -,(its) hair,McElhanon1967,132,
kube-dog-1,91437,kube,dog,kadzu,kadzu,k a d z u,dog,McElhanon1967,134,
kube-two-1,90569,kube,two,rehek,rehek,r e h e k,two,McElhanon1967,424,
kube-hesits-1,90695,kube,hesits,tak-,tak-,t a k -,(he) sits,McElhanon1967,130,
kube-hedies-1,90961,kube,hedies,humu-,humu-,h u m u -,(he) dies,McElhanon1967,136,
kube-itsmeat-1,91577,kube,itsmeat,busi-,busi-,b u s i -,(its) meat,McElhanon1967,119,
mape-dull-1,92204,mape,dull,kimâŋine,kimâŋine,k i m â ŋ i n e,dull,McElhanon1967,474,
mape-heseesme-1,90972,mape,heseesme,ŋonenu-,ŋonenu-,ŋ o n e n u -,(he) sees me,McElhanon1967,242,
mape-shesews-1,92274,mape,shesews,gbâru-,gbâru-,g b â r u -,(she) sews,McElhanon1967,252,
mape-hegivesme-1,90706,mape,hegivesme,nare-,nare-,n a r e -,(he) gives me,McElhanon1967,243,
mape-itswing-1,92078,mape,itswing,gbewâ-,gbewâ-,g b e w â -,(its) wing,McElhanon1967,475,
mape-hesleeps-1,90986,mape,hesleeps,kpe-,kpe-,k p e -,(he) sleeps,McElhanon1967,476,
mape-hismother-1,92260,mape,hismother,naŋgo-,naŋgo-,n a ŋ g o -,(his) mother,McElhanon1967,186,
mape-they-1,91672,mape,they,yaŋa,yaŋa,y a ŋ a,they,McElhanon1967,278,
mape-hespits-1,92162,mape,hespits,tifak-,tifak-,t i f a k -,(he) spits,McElhanon1967,140,
mape-what-1,90510,mape,what,wamo,wamo,w a m o,what,McElhanon1967,240,
mape-heblows-1,92386,mape,heblows,pute-,pute-,p u t e -,(he) blows,McElhanon1967,477,
mape-hesays-1,90580,mape,hesays,mi-,mi-,m i -,(he) says,McElhanon1967,251,
mape-some-1,91896,mape,some,gâ-,gâ-,g â -,some,McElhanon1967,193,
mape-heeats-1,91000,mape,heeats,na-,na-,n a -,(he) eats,McElhanon1967,12,
mape-hisbrother-1,92218,mape,hisbrother,kaka-,kaka-,k a k a -,(his) brother,McElhanon1967,262,
mape-hestands-1,90720,mape,hestands,dimi-,dimi-,d i m i -,(he) stands,McElhanon1967,248,
mape-hepulls-1,91826,mape,hepulls,furuga-,furuga-,f u r u g a -,(he) pulls,McElhanon1967,307,
mape-hebitesit-1,91014,mape,hebitesit,ki-,ki-,k i -,(he) bites it,McElhanon1967,16,
mape-itsbreath-1,92092,mape,itsbreath,naka-,naka-,n a k a -,(its) breath,McElhanon1967,151,
mape-itseye-1,91588,mape,itseye,dziŋâ-,dziŋâ-,d z i ŋ â -,(its) eye,McElhanon1967,246,
mape-hecries-1,92148,mape,hecries,kuee-,kuee-,k u e e -,(he) cries,McElhanon1967,478,
mape-black-1,91028,mape,black,gâgâwuk,gâgâwuk,g â g â w u k,black,McElhanon1967,253,
mape-warm-1,92190,mape,warm,koroŋine,koroŋine,k o r o ŋ i n e,warm,McElhanon1967,232,
mape-all-1,90734,mape,all,sâsâwâ,sâsâwâ,s â s â w â,all,McElhanon1967,146,
mape-clothing-1,92344,mape,clothing,kporu,kporu,k p o r u,clothing,McElhanon1967,287,
mape-green-1,91042,mape,green,buge,buge,b u g e,green,McElhanon1967,479,
mape-itswells-1,92400,mape,itswells,siwiŋ-,siwiŋ-,s i w i ŋ -,(it) swells,McElhanon1967,172,
mape-moon-1,90594,mape,moon,mosa,mosa,m o s a,moon,McElhanon1967,256,
mape-itsflower-1,91980,mape,itsflower,âri-,âri-,â r i -,(its) flower,McElhanon1967,3,
mape-dog-1,91434,mape,dog,kporo,kporo,k p o r o,dog,McElhanon1967,322,
mape-hecounts-1,92316,mape,hecounts,âse-,âse-,â s e -,(he) counts,McElhanon1967,220,
mape-white-1,91056,mape,white,kapŋ kapŋ,kapŋ kapŋ,k a p ŋ + k a p ŋ,white,McElhanon1967,258,
mape-worm-1,92022,mape,worm,gbâsu,gbâsu,g b â s u,worm,McElhanon1967,188,
mape-many-1,90748,mape,many,boiaha,boiaha,b o i a h a,many,McElhanon1967,260,
mape-hissister-1,92232,mape,hissister,seŋ-,seŋ-,s e ŋ -,(his) sister,McElhanon1967,269,
mape-where-1,91686,mape,where,uroo,uroo,u r o o,where,McElhanon1967,480,
mape-itsfruit-1,91994,mape,itsfruit,fâik-,fâik-,f â i k -,(its) fruit,McElhanon1967,165,
mape-we-1,90482,mape,we,ŋâŋu,ŋâŋu,ŋ â ŋ u,we,McElhanon1967,4,
mape-sky-1,91938,mape,sky,sambâŋgo,sambâŋgo,s a m b â ŋ g o,sky,McElhanon1967,312,
mape-red-1,91070,mape,red,bâbâroŋ,bâbâroŋ,b â b â r o ŋ,red,McElhanon1967,259,
mape-heturns-1,91798,mape,heturns,perisie-,perisie-,p e r i s i e -,(he) turns,McElhanon1967,284,
mape-yellow-1,91084,mape,yellow,boboŋeŋ,boboŋeŋ,b o b o ŋ e ŋ,yellow,McElhanon1967,261,
mape-hecuts-1,91882,mape,hecuts,ketikga-,ketikga-,k e t i k g a -,(he) cuts,McElhanon1967,481,
mape-that-1,90524,mape,that,â,â,â,that,McElhanon1967,482,
mape-theyplay-1,92330,mape,theyplay,masiriga-,masiriga-,m a s i r i g a -,(they) play,McElhanon1967,483,
mape-night-1,90762,mape,night,uwu,uwu,u w u,night,McElhanon1967,484,
mape-itsfat-1,90916,mape,itsfat,widzi-,widzi-,w i d z i -,(its) fat,McElhanon1967,485,
mape-hishand-1,91504,mape,hishand,me-,me-,m e -,(his) hand,McElhanon1967,267,
mape-hewashes-1,91854,mape,hewashes,kedzure-,kedzure-,k e d z u r e -,(he) washes,McElhanon1967,249,
mape-good-1,91098,mape,good,fiine,fiine,f i i n e,good,McElhanon1967,447,
mape-hepushes-1,91840,mape,hepushes,tuŋga-,tuŋga-,t u ŋ g a -,(he) pushes,McElhanon1967,212,
mape-round-1,90608,mape,round,oorâŋ,oorâŋ,o o r â ŋ,round,McElhanon1967,158,
mape-stick-1,92008,mape,stick,gbaru,gbaru,g b a r u,stick,McElhanon1967,198,
mape-hot-1,91112,mape,hot,foro,foro,f o r o,hot,McElhanon1967,486,
mape-heshoots-1,92302,mape,heshoots,iga-,iga-,i g a -,(he) shoots,McElhanon1967,487,
mape-itsskin-1,91602,mape,itsskin,mâdzu-,mâdzu-,m â d z u -,(its) skin,McElhanon1967,488,
mape-hedigs-1,91868,mape,hedigs,use-,use-,u s e -,(he) digs,McElhanon1967,149,
mape-long-1,90776,mape,long,dzoraikne,dzoraikne,d z o r a i k n e,long,McElhanon1967,268,
mape-hesucks-1,92134,mape,hesucks,mudugaa-,mudugaa-,m u d u g a a -,(he) sucks,McElhanon1967,489,
mape-new-1,91126,mape,new,gbâine,gbâine,g b â i n e,new,McElhanon1967,48,
mape-hevomits-1,92106,mape,hevomits,giwu-,giwu-,g i w u -,(he) vomits,McElhanon1967,490,
mape-itisdry-1,91140,mape,itisdry,dziga-,dziga-,d z i g a -,(it is) dry,McElhanon1967,491,
mape-lake-1,91966,mape,lake,dzâgâŋ,dzâgâŋ,d z â g â ŋ,lake,McElhanon1967,11,
mape-how-1,91700,mape,how,uriŋu,uriŋu,u r i ŋ u,how,McElhanon1967,492,
mape-hisfather-1,92246,mape,hisfather,mama-,mama-,m a m a -,(his) father,McElhanon1967,224,
mape-big-1,90790,mape,big,yasogo,yasogo,y a s o g o,big,McElhanon1967,493,
mape-hefalls-1,91784,mape,hefalls,waki-,waki-,w a k i -,(he) falls,McElhanon1967,272,
mape-i-1,90454,mape,i,no,no,n o,I,McElhanon1967,245,
mape-itsback-1,92064,mape,itsback,ŋari-,ŋari-,ŋ a r i -,(its) back,McElhanon1967,494,
mape-cold-1,91154,mape,cold,mâteŋne,mâteŋne,m â t e ŋ n e,cold,McElhanon1967,173,
mape-wind-1,91924,mape,wind,mâŋuŋ,mâŋuŋ,m â ŋ u ŋ,wind,McElhanon1967,303,
mape-itshead-1,91616,mape,itshead,kpâru-,kpâru-,k p â r u -,(its) head,McElhanon1967,495,
mape-short-1,91910,mape,short,bembeŋ,bembeŋ,b e m b e ŋ,short,McElhanon1967,270,
mape-itisfull-1,90622,mape,itisfull,fuse-,fuse-,f u s e -,(it is) full,McElhanon1967,274,
mape-dust-1,91952,mape,dust,yak,yak,y a k,dust,McElhanon1967,496,
mape-itsname-1,91168,mape,itsname,dziŋâ-,dziŋâ-,d z i ŋ â -,(its) name,McElhanon1967,276,
mape-itsfoot-1,91546,mape,itsfoot,kigâ-,kigâ-,k i g â -,(its) foot,McElhanon1967,281,
mape-itstongue-1,91518,mape,itstongue,erâŋ-,erâŋ-,e r â ŋ -,(its) tongue,McElhanon1967,497,
mape-animal-1,92050,mape,animal,dzomak,dzomak,d z o m a k,animal,McElhanon1967,498,
mape-small-1,90804,mape,small,mendakne,mendakne,m e n d a k n e,small,McElhanon1967,499,
mape-snake-1,92036,mape,snake,kobeŋ,kobeŋ,k o b e ŋ,snake,McElhanon1967,500,
mape-thou-1,90468,mape,thou,go,go,g o,thou,McElhanon1967,292,
mape-spear-1,92372,mape,spear,dzigâ,dzigâ,d z i g â,spear,McElhanon1967,501,
mape-sand-1,91280,mape,sand,mageŋ,mageŋ,m a g e ŋ,sand,McElhanon1967,201,
mape-hethrows-1,91812,mape,hethrows,wâke-,wâke-,w â k e -,(he) throws,McElhanon1967,502,
mape-not-1,91182,mape,not,so,so,s o,not,McElhanon1967,503,
mape-helaughs-1,92120,mape,helaughs,gowee-,gowee-,g o w e e -,(he) laughs,McElhanon1967,275,
mape-itburns-1,91196,mape,itburns,dza-,dza-,d z a -,(it) burns,McElhanon1967,66,
mape-old-1,92176,mape,old,raŋgbaŋ,raŋgbaŋ,r a ŋ g b a ŋ,old,McElhanon1967,291,
mape-this-1,90538,mape,this,âi,âi,â i,this,McElhanon1967,504,
mape-rope-1,92288,mape,rope,niŋgiŋ,niŋgiŋ,n i ŋ g i ŋ,rope,McElhanon1967,505,
mape-and-1,91714,mape,and,eme,eme,e m e,and,McElhanon1967,191,
mape-work-1,92358,mape,work,giâ,giâ,g i â,work,McElhanon1967,255,
mape-bird-1,91448,mape,bird,wârâ,wârâ,w â r â,bird,McElhanon1967,506,
mape-heholds-1,91770,mape,heholds,ro-,ro-,r o -,(he) holds,McElhanon1967,244,
mape-star-1,90818,mape,star,bâpiŋ,bâpiŋ,b â p i ŋ,star,McElhanon1967,180,
mape-road-1,91210,mape,road,kari,kari,k a r i,road,McElhanon1967,507,
mape-hisknee-1,90636,mape,hisknee,dieŋ,dieŋ,d i e ŋ,(his) knee,McElhanon1967,288,
mape-water-1,91224,mape,water,owu,owu,o w u,water,McElhanon1967,508,
mape-sun-1,90832,mape,sun,wegi,wegi,w e g i,sun,McElhanon1967,509,
mape-smoke-1,91238,mape,smoke,kosâk,kosâk,k o s â k,smoke,McElhanon1967,82,
mape-woman-1,91462,mape,woman,ŋigok,ŋigok,ŋ i g o k,woman,McElhanon1967,206,
mape-hehithim-1,91252,mape,hehithim,kpa-,kpa-,k p a -,(he) hit him,McElhanon1967,86,
mape-itsclaw-1,90650,mape,itsclaw,yuyuŋ-,yuyuŋ-,y u y u ŋ -,(its) claw,McElhanon1967,510,
mape-itsblood-1,91490,mape,itsblood,dari-,dari-,d a r i -,(its) blood,McElhanon1967,511,
mape-who-1,90496,mape,who,moc,moc,m o c,who,McElhanon1967,74,
mape-heknows-1,91266,mape,heknows,mane-,mane-,m a n e -,(he) knows,McElhanon1967,293,
mape-itstooth-1,91532,mape,itstooth,misiâ-,misiâ-,m i s i â -,(its) tooth,McElhanon1967,512,
mape-cloud-1,90846,mape,cloud,gâweŋ,gâweŋ,g â w e ŋ,cloud,McElhanon1967,513,
mape-itsbone-1,91630,mape,itsbone,siak-,siak-,s i a k -,(its) bone,McElhanon1967,89,
mape-he-1,91644,mape,he,i,i,i,he,McElhanon1967,99,
mape-rain-1,90860,mape,rain,kue,kue,k u e,rain,McElhanon1967,203,
mape-there-1,91728,mape,there,aroo,aroo,a r o o,there,McElhanon1967,514,
mape-stone-1,91294,mape,stone,kâk,kâk,k â k,stone,McElhanon1967,205,
mape-mountain-1,91308,mape,mountain,tiki,tiki,t i k i,mountain,McElhanon1967,207,
mape-itsbelly-1,90874,mape,itsbelly,ata-,ata-,a t a -,(its) belly,McElhanon1967,515,
mape-breast-1,90664,mape,breast,moŋ-,moŋ-,m o ŋ -,breast,McElhanon1967,309,
